,tag,title,comment,src
238,연애중,애인이 아파서 오늘 못만나는데 약이랑 죽 사서 가도 될까,와 찐사랑이다 추운데 ㄱㅊ겠어?,인티
239,잡담,옛날에 짝사랑하던 여자애가 스카이캐슬 혜나 닮았었는데,예쁘잖아,펨코
240,태그없음,애인이 갈수록 나 더 사랑하게하는 방법,날이 갈수록 멋있고 예쁜 모습 보여주기,인티
241,데이트코스 질문,동래 맛집 추천좀 해주세욤,동래하면 딱 떠오르는거 없네 ㅠ,펨코
242,태그없음,헌팅당했을때 상견니 대사 써먹음,뭔데 설레지,인티
243,태그없음,내가 연애하면 안되는 사람인 것 같은지 봐줭,엥 나랑 만나자,인티
244,태그없음,나 좋다고 연락오는 애 있는데 김칫국 오져,와 일 관련 아니면 아예 답해주지 마,인티
245,태그없음,애인이랑 싸우면 다들 울어 ???,일단 난 안맞는 사람들 만날때는 허구한날 울었고 지금 만나는 사람은 1년 넘었는데 한 번도 운 적 없고 싸움으로 번지기 전에 대화로 마무리 됨,인티
246,잡담,요즘 담배만 꼬나무네,화이팅 가을이라 더 그럴수도 있음,펨코
247,태그없음,애인한테 서운한데 보고싶다,보러가!!! 사소한거면 괜한 자존심 세우지 말자 혼자만 힘들어 ㅠㅠ,인티
248,태그없음,뭐 없어도 크리스마스에 단 둘이 놀 수 있나???,이제 뭐 생길예정,인티
249,연애중,31일에 데이트하는 ₩청자₩들 뭐할 예정이야?,집에서 떡국해먹겡!,인티
250,태그없음,애인 붙잡았고 붙잡혔어,고생했다,인티
251,태그없음,간단한 선물 모있을까,머플러 어땡 요즘 무신사나 29CM같은곳에 짧은 머플러? 가격도 저렴하고 원쁠원도 많이 해서 가볍게 선물하기 좋던데,인티
252,잡담,나는 키가 작다 하지만 키 작은것보다 많은 가치가 있다,하지만 키마저 작으면 가능성이 더,펨코
253,잡담,금연3달되도힘드네요,저는 2년째인데 6개월 넘어가면 그냥 안핀게 아까워서 거들떠도 안보게되요,펨코
254,잡담,오늘 여자친구랑 뭐하지?,덕수궁 산책,펨코
255,태그없음,인스타 하는거 취미인 애인 만나본적 있어?,나 인플루언서 지금 만나는 중,인티
256,연애중,사귄지 며칠 안됐는데 애인이 너무 댕댕이라 쬐끔 부담스러워ㅎ,처음이라 그런 거 같은데 우선 즐기다가 힘들면 너가 독립적인 성향이라고 말해줘!!! 대신 너가 싫어서 그런게 아니고 오래오래 만나고 싶으니까 말해준다고 하면 오해 안할거야,인티
257,질문,저한테 호감이 있는건지 아닌건지 헷갈리네요,관심 있음 그렇게 안하더라구,펨코
258,태그없음,썸식은거같은데 못잊을거같아,고백해서 확실하게 끝내,인티
259,이별,₩청자₩들 후폭풍 겪을때 어땠어?,개힘들때마다 화장실 청소함 그거 하다보면 화장실 타일 다시 깐 느낌임 울음 참으면서하면 더 열심히해서 개효율적,인티
260,태그없음,잇티제끼리 만나는데 안정감 좋다,나 잇티젠데 잇티제남자 어딨어 만나고싶다,인티
261,이별,자존심 쎈 전애인한테 연락 받아본 적 있어?,난 내가 차였을땐 연락 받아봤어,인티
262,잡담,이거 장염인가?,걍 배탈일수도,펨코
263,질문,생일날엔 조각케잌은 별로겠죠?,그게 더 나을거 같은데,펨코
264,잡담,재밌는 사실,남자 멋있다,펨코
265,태그없음,혹시 피부때문에 연애 못하는 ₩청자₩들있을까,와 진심 나야 나 아토피때문에 몸 진짜 흉터 덕지덕지 있어서 연애 못하겠어 자신이 없어,인티
266,이별,카톡으로 이별통보한 사람 만나서 얘기하자고 한 것도 붙잡은거긴하지?,잡은거 맞지 않나,인티
267,질문,내가 보낸 사진을 카톡 프사로 쓰는 여자,노의미,펨코
268,태그없음,나도 애인이랑 축구 같이 보고 싶다,나랑 같은 생각이네ㅜ 외로워 갑자기,인티
269,잡담,돈없을때 여친 어케만남??,한강에서 라면,펨코
270,태그없음,내년엔 꼭 연애하고 싶다,어떤스탈좋아해,인티
271,연애중,공시생 애인이 하루종일 자고 게임하고 SNS하고,지치는게 정상임,인티
272,잡담,배달 시켜먹었는데 리뷰에 불만 적으니까 내리라고 전화오네,이래서 안심번호 체크해둬야 하나,펨코
273,태그없음,나 썸남이랑 영화 보러 가기로 했다!!!!,부럽댜내 썸남은 언제쯤,인티
274,태그없음,애인 군인인데 휴가 나올 때 새터 간대 못 가게 하는 거 오반가,같이는 못가?,인티
275,태그없음,애인이 해외출장 가서 연락이 잘 안돼,응 피곤할텐데 어쩔수없지ㅜㅜ,인티
276,이별,벌써 헤어진지 8개월이 지났음,그런 기념으로 고바순 사먹자,펨코
277,잡담,이따 여자친구랑 사시미 먹으러갈거,어디로가시나여정보정보,펨코
278,태그없음,2년 넘게 사귀고 한두달만에 새애인 생기면 보통 환승이라 생각함?,두달이면 ㄱㅊ 한달도 욕먹을 정도는 아닌듯,인티
279,태그없음,₩청자₩들은 사귈때 결혼 생각 조금이라도 해?,이전 애인들은 결혼까진 아니라고 생각했었어,인티
280,잡담,아침 헬스 끝내고 와따,찝쩍대주세요 형님,펨코
281,데이트코스 질문,선생님들 혹시 전주 숙소 추천해주실 곳 계신가요,저 전주 갔을 때 묵은 라마다 호텔 그 정도였던 거 같음,펨코
282,기타,교회 오빠한테 의미 부여하면 노답 맞지?,일단 생일축하 문자에는 그냥 의미를 안둠,인티
283,짝,텀 긴거 진짜 너무 마음아프다,관심 있다면?,인티
284,짝,ISTJ 도와줘! 가까워지려면 어떡해야해?,잇티제는 간택당해야해,인티
285,연애중,이별예고는 어떻게해?,얘기를 좀 해줘야 상대방도 맘정리 할듯 ,인티
286,잡담,남자도 소개팅때 얼굴이 깡패네요,당연한거지 뭐,펨코
287,질문,다들 환승의 기준이 뭐라고 생각함??,아직 헤어지지 않은 상태로 썸 타다가 우리 사귀자 하는 기류 흐를때 이전 사람과 헤어지고 다음사람으로 넘어가는거,펨코
288,이별,헤어진지 5개월인데 왜 연락올 것 같지,난 차단도 안 풀렸는데 뭔가 조만간 올거같름,인티
289,태그없음,썸붕난 사람하고 친구로 지낼 수 있어?,나는 아니였엉,인티
290,잡담,내 애인은 어떤 성격이면 좋겠다 하는 거 있음?,배려심있는사람이면 넘 좋을듯,펨코
291,태그없음,얼마안사겼는데 클쓰마스 계획 같이 짜??? 예약하려면 빨리해야되니까ㅠㅠ,난 클스마스 당일만 만나는디,인티
292,잡담,지금까지 한번도 혼자 여행간적없었는데,사각대를 들고ㄱ,펨코
293,태그없음,군대 기다려준거때문에 못헤어지겠어,시간을 가지자고 하는건? 권태기 같다고,인티
294,잡담,사귀는 사람 콩깍지가 확 벗겨졌는데 다시 씌일수있나요,그거 끝임,펨코
295,질문,애매한 관계일 때 부담안느끼게 마음알아낼수 있는 방법없나염,님이 조금 더 당겨봐요,펨코
296,데이트코스 질문,데이트 코스 추천좀요!,원데이클래스로 접시나 컵 만드는거 어떰,펨코
297,연애중,얘들아 2025만원선 옷 선물 추천해주라,아페쎄?,인티
298,잡담,번호 물어보는법,??? : 그대 마음으로 가려는데 주소좀요,펨코
299,태그없음,커플링에 100만원 쓴거 처음이야,헉 개당?,인티
300,태그없음,한 달에 한 번 당일치기로만 보고 연애할 수 있어?,학생이면 그럴수 있지 직장인이면 도대체 왜??,인티
301,태그없음,곧 있음 스무살인데 연하가 꼬였음,그정도는ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,인티
302,태그없음,본인 현실에 비해 이상형만 높은 사람 참 많아,맞아 ! 훌륭한 사람을 만나고 싶다면 훌륭한 사람이 되면 됨 !,인티
303,기타,어떤 이성과 특별한 인연이다 운명이다 느끼는 포인트 있어?,난 없었음 ㅋㅋㅋㅋㅋㅋㅋㅋ,인티
304,잡담,전 헤어져서 정말 좋은데,이게 낫지 성장도 하고 정은 정대로 떼고,펨코
305,태그없음,마음정리 어떻게 해,더 좋은 사람 만나면 금방 잊어지긴 하는데,인티
306,연애중,사귄지 4일 됐는디 크리스마스 선물 줘야되나?,그냥 넘어가기 좀 그러면 간단한걸로 줘 쿠키세트나 케이크나 간단한선물로,인티
307,잡담,성과듬들어옴,테슬라 매수 해줘,펨코
308,썸,썸붕났는데 겹지인들 신경쓰여죽을거같아,나도 ₩화자₩ 상황이 측은하고 불쌍해,인티
309,태그없음,클쓰에 숙박업소들 가격 3배뛰는거 웃기다,무슨 심보긴 장사는 그렇게 하는거지 ,인티
310,태그없음,장시간 운전하면 욕할 정도로 힘들어?,엄청 예민해짐,인티
311,태그없음,정신적바람VS육체적바람,"난 육체적이 더 싫어,,",인티
312,잡담,요번 크리스마스는 ㄹㅇ 솔크 아닐 각이다,그 쪽도 크리스마스 솔로로 보내고 싶진 않을거야 잘 노려봐,펨코
313,태그없음,너네 애인이 아는사람 카페가서 베이킹배우고 온다고하면 어떰?,원데이클래스 널렸는데 왜 굳이 거기 감,인티
314,이별,여태 같이 미래를 생각하고 만난 뒤 헤어지니까 길을 모르겠어,너 자신의 행복,인티
315,태그없음,나 예전 연애들 흑역사 인거 ㅜㅜㅜㅜ,에이 그럴수도있쥥 흑역사까지야 ㅋㅋㅋㅋㅋㅋ,인티
316,태그없음,나만큼 이상형 이상한사람있으려나,헐 나 예~~~전에 그랬어서 너무 알아 누가 나보다 먼저 잠들면 너무 불안해했어 이상형 하나도 안 이상해!! 썸남하구 잘됐으면좋겠단,인티
317,태그없음,대학생 커플이다가 한쪽이 먼저 취직하면 헤어지는 경우,"엥 그게 허다하면 안될 거 같은데,",인티
318,태그없음,회피형 심한 몇몇 케이스들은 소시오패스랑 뭐가 다른가싶음,맞아 멘탈 박살내는거 표현 잘했네,인티
319,연애중,연애 시작하고 각자 최대 최저 몸무게 찍음,ㄴㅋㅋㅋㅋㅋ취향이 맞아서 좋네,인티
320,이별,이별을 고할때 직접 만나는게 나을까요?,최소한의 예의라고 생각합니다,펨코
321,태그없음,연애하면서 좋았던 점 말해줄 사람,큰 호감 없는 거야 이런 말 금지 썸탄지 얼마 안 돼서 큰 호감 없는 건 맞음 그냥 사람들 생각이 궁금해,인티
322,태그없음,대학에 잘생긴 사람 별로 없어?,잘생긴 남자자체가 귀하지,인티
323,잡담,연애만큼은 현실과의 타협은 하기 싫다,만났는데 성격별로면 현타옴,펨코
324,태그없음,괜찮은 남자가 연애 안하는 이유는 뭘까?,귀찮아서 일이바빠서,인티
325,데이트코스 질문,석촌호수 간 사람 있음?,사람 개많음,펨코
326,태그없음,애인이 술자리가서 만취하는거 어때?,싫지 당연히 ㅠㅠ,인티
327,태그없음,진짜 지금 ISFJ 내 애인 레전드로 스윗함,몇살이얌??,인티
328,잡담,근데 소개팅 주선해주는 사람들한테 미안한게 ㅋㅋ,안맞는 사람을 피하는거지 거르는거까지야,펨코
329,태그없음,카톡 좋아요 주고받기?,너가 누르는거랑 같은 맘이지않을까?,인티
330,연애중,정말 통화 매일 해?,나는 항상 그렇게 살아왔는데?,인티
331,잡담,여친이 남사친이랑 술먹는다는데,안 맞으면 이별사유 정상 맞음,펨코
332,태그없음,내가 눈이 많이 낮은걸까?,걍 콩깍지,인티
333,잡담,여친 자는 모습보면 만지고싶지않음?,잠에 예민한 사람 많은데 가급적 하지 마셈,펨코
334,태그없음,나 진짜 코 제대로 꿰였나봐,오 사랑이 찾아 왔네,인티
335,잡담,처음으로 단둘이 밥먹는 약속 잡았는데,모르겠을땐 심플하게 생각하셈 둘이서만 만나면 호재지 뭐,펨코
336,연애중,첫연애라 이별하는 방법을 모르겠어 도와줘,다시 회복하고 싶은 생각 없으면 그냥 헤어지자고 해 상황적 여유가 없다는 핑계 대고,인티
337,질문,강남역 근처 축구 볼만한 곳 있을까?,더블린테라스? 근데 티비 많이는 없음,펨코
338,잡담,겨울방학에 여친 자주만나니까 너무 좋음,"아 지금 겨울방학이구나~~ 그렇구나,,",펨코
339,이별,신점 앞으론 보면 안될듯,신점 너무 믿지마ㅠㅠ 나도 두 번 봤는데 내용 완전 다르더라고 그래서 다시는 안봐,인티
340,태그없음,시간 갖자 하다가 부둥켜안고  울었으 ㅋㅋ,"와 나랑 상황 개똑같다 ,, ",인티
341,연애중,보통 아침에 일어나면 어떤 말투야?,근데 나도 뭐뭐함 이런말투쓰는데 상대가 싫다해서 안함,인티
342,태그없음,술취해서 썸붕 난애한테 난 왜 안되냐고 진상 부렸어,와 나같다 그정도까진아닌대 너무매달리긴했지,인티
343,태그없음,언니가 더 잘 벌어서 형부가 직장 옮기자고 말하려는데 괜찮을까?,형부가 7년차되었을 때 얼마 버냐가 중요한거 같은데 나중에 아이 키우는 동네 문제랑,인티
344,잡담,개취인데 칼단발한 여자 너무 좋음,왜냐면 칼단발 어울릴 정도면 이쁜 사람이기 때문임,펨코
345,짝,안 보면 잊혀지니,고백해봤어?,인티
346,태그없음,먼저 좋아하고 퍼준사람 VS 200일 후에야 조금씩 마음이 생기고 잘 못해준 사람 헤어지고 둘중 누가 더 힘들까?,굳이 따지면 후자? 근데 둘다 금방 잊을듯,인티
347,태그없음,연애 초반에는 계속 색다른 데이트를 하는게 좋다고 생각해?,걍 서로 맞는 데이트가 최고,인티
348,잡담,애인보다 반갑다는 퇴근시간,애인도 없는데 퇴근도 못하네 아오 빡쳐,펨코
349,기타,친한 사친이 본인을 좋아한다는 걸 알면 어떻게 행동해?,절대 여지 안 주지,인티
350,태그없음,애인이랑 부산 여행 가기로 했는데 그 다음주에 친구들이 서울 가자고 함,그냥 가는구나 싶을듯,인티
351,질문,알바말고 접점만들만한게 뭐가있을까요,대외활동?,펨코
352,잡담,첫차기다리는중,첫차 기다릴 때 배터리도 간당간당해야 꿀잼인데,펨코
353,질문,꽃사슴 닮았다는건 뭔의미인가요,쌍커풀 있음?,펨코
354,태그없음,너네 생일 되는 자정에 애인한테 카톡 받고 싶어?,그래도 제일 먼저 축하해줬으면 함,인티
355,태그없음,자린고비 연애중인데 돈아낄때마다 짜릿해,애인이랑 너랑 둘만 만족하면 됐지! 알뜰살뜰하니 똑 부러지네!,인티
356,태그없음,혹시 애인한테 뭘 바라는 걸 포기한 ₩청자₩ 있음?,나 포기했는데 식었어 애인도 뭐 하자고 안함,인티
357,질문,여자의 호감과 관심을 가르는 가장 핵심적인게 뭐라고 생각해,호감 관심 같은 말 아님?,펨코
